Company Name,Fiscal Period,Currency,Total Assets_Current,Total Assets_Previous,Total Liabilities_Current,Total Liabilities_Previous,Current Assets_Current,Current Assets_Previous,Current Liabilities_Current,Current Liabilities_Previous,Stockholders' Equity_Current,Stockholders' Equity_Previous,Stockholders' Equity - Parent_Current,Stockholders' Equity - Parent_Previous,Retained Earnings/(Deficit)_Current,Retained Earnings/(Deficit)_Previous,Gross Revenue_Current,Gross Revenue_Previous,Gross Expense_Current,Gross Expense_Previous,Income/(Loss) Before Tax_Current,Income/(Loss) Before Tax_Previous,Net Income/(Loss) After Tax_Current,Net Income/(Loss) After Tax_Previous,Net Income/(Loss) Attributable to Parent_Current,Net Income/(Loss) Attributable to Parent_Previous,Earnings/(Loss) Per Share (Basic)_Current,Earnings/(Loss) Per Share (Basic)_Previous,Earnings/(Loss) Per Share (Diluted)_Current,Earnings/(Loss) Per Share (Diluted)_Previous,Book Value Per Share_Current,Book Value Per Share_Previous,Current_Ratio_Current,Current_Ratio_Previous,Quick_Ratio_Current,Quick_Ratio_Previous,Debt_to_Equity_Current,Debt_to_Equity_Previous,Debt_Ratio_Current,Debt_Ratio_Previous,Equity_Ratio_Current,Equity_Ratio_Previous,Net_Profit_Margin_Current,Net_Profit_Margin_Previous,ROA_Current,ROA_Previous,ROE_Current,ROE_Previous,Asset_Turnover_Current,Asset_Turnover_Previous,Revenue_Growth,Net_Income_Growth,EPS_Growth,Book_Value_Growth
A. SORIANO CORPORATION,"Jun 30, 2025",PHP,32098576.0,32309106.0,3561798.0,4370453.0,23823217.0,23823217.0,2721553.0,2721553.0,28536778.0,27938653.0,27594816.0,27068917.0,25680622.0,25107370.0,12506235.0,13505458.0,9442497.0,8676804.0,2923721.0,5096859.0,2834276.0,4678999.0,2732545.0,4571028.0,1.26,2.8,1.26,2.8,22.48,22.05,8.753537777879027,8.753537777879027,8.753537777879027,8.753537777879027,0.12481430103987212,0.15643034043194567,0.11096436178352585,0.13527000716144855,0.8890356382164741,0.8647299928385515,0.22662903743612686,0.3464524490765141,0.08512978893518516,0.14147800932653476,0.09902385288599135,0.1688663052164222,0.38961962050902194,0.41800779012579303,-0.07398660600773406,-0.3942559081547143,-0.5499999999999999,0.01950113378684806
"ABACORE CAPITAL HOLDINGS, INC.","Jun 30, 2025",PHP,26253960539.0,26626080811.0,4465099408.0,4768900102.0,684939635.0,684939635.0,1525237968.0,1525237968.0,21788861131.0,21857180709.0,6260581088.0,6287393923.0,16273780668.0,16536896406.0,148195161.0,254212889.0,94141043.0,99263701.0,54054118.0,154949188.0,54054118.0,154949188.0,60202439.0,166138690.0,0.02,0.02,0.0,0.0,5.04,5.01,0.449070669213763,0.449070669213763,0.449070669213763,0.449070669213763,0.20492578208446613,0.2181845941382705,0.17007336479260488,0.1791063482399494,0.8299266352073952,0.8208936517600506,0.36474954806385346,0.6095253022359539,0.00229308027299614,0.006239697504837562,0.009616110414318141,0.026424094312310516,0.00564467828691437,0.009547514363998224,-0.41704308706392934,-0.6511493948583971,0.0,0.005988023952095858
"ABOITIZ EQUITY VENTURES, INC.","Jun 30, 2025",PHP,942187856.0,893700554.0,554018599.0,497334978.0,212499004.0,212499004.0,205962093.0,132646108.0,388169257.0,396365576.0,282155710.0,283282235.0,237371674.0,237536030.0,215056013.0,229736776.0,187277496.0,194400302.0,31482998.0,41238829.0,25694445.0,33209897.0,13612030.0,18064173.0,1.51,2.05,1.51,2.05,50.81,51.01,1.0317384180010252,1.6019995400091196,1.0317384180010252,1.6019995400091196,1.4272603742032048,1.2547380703918647,0.588012884555795,0.5564895039776376,0.411987115444205,0.4435104960223623,0.11947791945719742,0.14455629428698868,0.014447256896081243,0.020212780353720133,0.04824297193914665,0.06376740496981746,0.22825173518262795,0.2570623627475115,-0.06390253774606813,-0.22630157509973609,-0.2634146341463414,-0.003920799843167923
ABOITIZ POWER CORPORATION,"Jun 30, 2025",PHP,559928435.0,517616067.0,354757382.0,301719385.0,123026353.0,123026353.0,140010737.0,78985995.0,205171053.0,215896682.0,196020081.0,203232025.0,180455604.0,184722755.0,139390289.0,155336641.0,117733425.0,125087652.0,27197086.0,35591202.0,22888638.0,29129193.0,20716602.0,26391901.0,1.76,2.38,1.76,2.38,27.0,28.0,0.8786922748646055,1.5575717315455733,0.8786922748646055,1.5575717315455733,1.7290810609623377,1.3975174708798905,0.6335762926560428,0.5829018924174932,0.3664237073439573,0.4170981075825067,0.16420539884238278,0.18752300044906983,0.03699866037344576,0.050987406849563655,0.10568612100512294,0.12986093604096105,0.2489430439445355,0.3001001145507332,-0.1026567324833553,-0.21423714004023386,-0.26050420168067223,-0.03571428571428571
ACEN CORPORATION,"Sep 30, 2025",PHP,343115295.0,329542231.0,185060526.0,172099031.0,59132109.0,59132109.0,29670253.0,29670253.0,158054769.0,157443200.0,149256594.0,147545546.0,28681134.0,30320264.0,30262325.0,36870650.0,32200597.0,33562657.0,2909450.0,11339434.0,3407952.0,10984154.0,2817958.0,9994978.0,0.01,0.17,0.01,0.17,3.13,3.72,1.9929762311093202,1.9929762311093202,1.9929762311093202,1.9929762311093202,1.1708632847389755,1.0930864654681816,0.5393537644540154,0.5222366507556964,0.4606462355459846,0.4777633492443037,0.11261368715060723,0.2979105060529174,0.008212860344800427,0.03032988509445395,0.018879956486210586,0.06774164501041598,0.08819870591895357,0.11188444615464171,-0.17922995661861127,-0.6897392370864429,-0.9411764705882353,-0.1586021505376345
"AGRINURTURE, INC.","Jun 30, 2025",PHP,4937345454.0,4808478231.0,2361139935.0,1925275312.0,2613628728.0,2613628728.0,2312926643.0,1878542463.0,2576205519.0,2883202920.0,2527720291.0,2832162888.0,0.0,0.0,55335413.0,1559711206.0,120510802.0,1639001271.0,-110558524.0,-85575859.0,-110558524.0,-85575859.0,-108003220.0,-81837524.0,0.0,0.0,0.1,0.0,3.09,3.46,1.1300093480742528,1.3913067069168508,1.1300093480742528,1.3913067069168508,0.9165184677954259,0.6677557443650203,0.4782205249760512,0.4003918120264856,0.5217794750239487,0.5996081881814804,-1.9979705220597161,-0.05486647699317741,-0.021874754563203792,-0.0170194227921004,-0.04272752028163388,-0.028895768794495975,0.011207523053743364,0.3243669059255849,-0.964522013570761,0.29193589514538204,0.0,-0.10693641618497113
"ALLIANCE GLOBAL GROUP, INC.","Jun 30, 2025",PHP,805411054170.0,824078916434.0,377072432663.0,408353651893.0,394425399575.0,394425399575.0,150121063045.0,150121063045.0,428338621507.0,415725264541.0,309077308865.0,294373193126.0,220242291249.0,206194025879.0,136267098792.0,158608150621.0,104395956341.0,125849512454.0,32823285171.0,25831647441.0,27475163769.0,21042183585.0,19664226079.0,13353465212.0,1.62,1.0,1.62,1.0,35.06,33.06,2.6273821379533384,2.6273821379533384,2.6273821379533384,2.6273821379533384,0.8803138772225745,0.982268066733594,0.4681738979254318,0.49552736242792206,0.5318261020745682,0.5044726375720779,0.2016272747608612,0.1326677317818368,0.024415143021925084,0.016204109759031155,0.06362235439156427,0.045362368326399685,0.16918950650910458,0.19246718664680562,-0.14085689632927353,0.30571828052036265,0.6200000000000001,0.060496067755595885
"ALLIANCE SELECT FOODS INTERNATIONAL, INC.","Jun 30, 2025",PHP,63164952.0,50558407.0,49472042.0,36947759.0,47979044.0,35617095.0,46843173.0,34323451.0,13692910.0,13610648.0,13629757.0,13547361.0,0.0,0.0,51491934.0,57859674.0,51591496.0,56708074.0,121447.0,826731.0,57136.0,647536.0,57830.0,647985.0,0.0,0.0,0.0,0.0,0.01,0.01,1.0242483787338659,1.0376897998980348,1.0242483787338659,1.0376897998980348,3.612967732936242,2.7146215962678633,0.7832198146845738,0.7307935750428213,0.2167801853154262,0.2692064249571787,0.001109610681937097,0.011191490639923066,0.0009155393642981,0.012816562831973721,0.004242922305951603,0.047831086807238694,0.8151978647905883,1.1444125207505054,-0.11005488900611504,-0.9117639791455611,0.0,0.0
"ALSONS CONSOLIDATED RESOURCES, INC.","Jun 30, 2025",PHP,51758474333.0,50199938892.0,33446840911.0,28985205743.0,13498640936.0,11976591506.0,20502731582.0,14892053144.0,18311633422.0,21214733149.0,14621251683.0,14351429478.0,5108447564.0,4721483277.0,8567778123.0,9154113502.0,6236298468.0,7262836330.0,2331479655.0,1891277172.0,2099449429.0,1649532403.0,897798422.0,573590035.0,0.08,0.06,0.08,0.06,2.32,2.28,0.6583825614656579,0.8042270189470391,0.6583825614656579,0.8042270189470391,1.826535085112409,1.366277178196148,0.6462099461396812,0.5773952395710816,0.3537900538603188,0.4226047604289183,0.2450401257899148,0.18019575599970533,0.017345921292498078,0.01142611022364031,0.0614036637536212,0.039967449645297276,0.16553382288429208,0.18235308058231173,-0.06405157406797467,0.27275428186905404,0.3333333333333334,0.017543859649122823
ALTERNERGY HOLDINGS CORPORATION,"Mar 31, 2025",PHP,13668454278.0,8744764879.0,9409082544.0,4448140175.0,4909114370.0,3716177145.0,1638257336.0,745415844.0,4259371734.0,4296624704.0,3616010157.0,3554742862.0,137970896.0,67183056.0,340289264.0,264805065.0,312680499.0,174589137.0,130709662.0,200050261.0,129570383.0,195187490.0,122933257.0,92562056.0,0.03,0.02,0.03,0.02,0.92,0.9,2.9965465510969027,4.985374505938191,2.9965465510969027,4.985374505938191,2.2090306109919826,1.0352638364851705,0.6883794138408428,0.5086632101089336,0.3116205861591572,0.49133678989106644,0.3807654155083776,0.7370987786808383,0.008993939951049672,0.010584853598783648,0.033996933543458514,0.026039029992712875,0.02489595802706902,0.030281553439579906,0.28505572202706925,-0.33617475689656134,0.4999999999999999,0.02222222222222224
ANGLO PHILIPPINE HOLDINGS CORPORATION,"Jun 30, 2025",PHP,11258597094.0,11473197604.0,3658011716.0,3660917582.0,760992490.0,760992490.0,245694205.0,245694205.0,7600585378.0,7812280022.0,5600450548.0,5810524742.0,1664612994.0,1876307639.0,6797216.0,6589620.0,31692650.0,32759401.0,-293602642.0,1015081979.0,-293602642.0,1015081979.0,-293602642.0,1015081979.0,0.0,0.2,0.0,0.2,2.53,2.6,3.0973155838168833,3.0973155838168833,3.0973155838168833,3.0973155838168833,0.4812802612004288,0.4686106452521627,0.3249083065553034,0.319084331008442,0.6750916934446966,0.680915668991558,-43.19454347191556,154.0425667944434,-0.026078084111959964,0.08847419996027116,-0.052424825374960175,0.17469712703617293,0.0006037356113953499,0.0005743490374211461,0.03150348578521978,-1.2892403254850808,-1.0,-0.026923076923077032
ASIA AMALGAMATED HOLDINGS CORPORATION,"Jun 30, 2014",PHP,4023496.0,4128862.0,24034814.0,23669384.0,397025.0,397025.0,24034814.0,23669384.0,0.0,0.0,0.0,0.0,0.0,0.0,284.0,282.0,595000.0,1433286.0,-594717.0,-1433004.0,-594717.0,-1433004.0,-594717.0,-1433004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016518746514951187,0.016773778312101403,0.016518746514951187,0.016773778312101403,inf,inf,5.973614488494583,5.73266532037157,0.0,0.0,-2094.073943661972,-5081.574468085107,-0.14781100813819623,-0.34706996746318963,-inf,-inf,7.058538146924962e-05,6.829969129508325e-05,0.0070921985815602835,-0.5849858060410159,0.0,0.0
ASIABEST GROUP INTERNATIONAL INC.,"Jun 30, 2025",PHP,250634783.0,254977647.0,752939.0,4781076.0,254977647.0,254977647.0,4781076.0,4781076.0,249881844.0,250196571.0,0.0,0.0,0.0,0.0,0.0,0.0,5878908.0,6352445.0,-802072.0,-517509.0,-802072.0,-517509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.83,53.33059901160325,53.33059901160325,53.33059901160325,53.33059901160325,0.003013180101232165,0.019109278679922435,0.0030041281221529414,0.01875096133426943,0.9969958718778471,0.9812490386657305,-inf,-inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.549870630269232,0.0,0.0
"ATN HOLDINGS, INC.","Jun 30, 2025",PHP,3867124114.0,3865789983.0,1299852849.0,1299136121.0,102033996.0,98634678.0,53378006.0,53378006.0,2567271266.0,2566653862.0,2567271266.0,2566653862.0,1633525821.0,1632908417.0,29205350.0,5027834.0,27533992.0,11773502.0,1671356.0,-6745668.0,1234808.0,-6801792.0,1234808.0,-6801792.0,0.0,0.0,0.0,0.0,3.76,3.76,1.9115362983023383,1.8478524282079776,1.9115362983023383,1.8478524282079776,0.5063169078448292,0.5061594554038078,0.3361290743925681,0.3360596738863245,0.663870925866022,0.6639403261136755,0.04228019866223141,-1.3528274799844227,0.0003193091205761078,-0.0017594830629473438,0.00048098072702847756,-0.002650062051880995,0.007552214291304745,0.0013005967789533693,4.808733939903346,-1.1815415702214946,0.0,0.0
AXELUM RESOURCES CORP.,"Jun 30, 2025",PHP,12608471.0,12367133.0,1844374.0,1695490.0,6463124.0,6166664.0,1759320.0,1627415.0,10764097.0,10671643.0,10213884.0,10286293.0,3619231.0,3604691.0,6831572.0,4858970.0,6396137.0,4651598.0,363726.0,352933.0,303290.0,309850.0,303290.0,309850.0,0.06,0.05,0.06,0.05,2.83,2.81,3.6736489098060616,3.7892387620858847,3.6736489098060616,3.7892387620858847,0.1713449813765149,0.15887806591731002,0.14628054424680043,0.13709644749514702,0.8537194557531996,0.862903552504853,0.04439534561005871,0.06376865878982582,0.024054463066933335,0.02505431129429917,0.0296938950941679,0.030122610740331818,0.5418239848432058,0.39289380974555704,0.4059712243541327,-0.021171534613522672,0.1999999999999999,0.007117437722419935
AYALA CORPORATION,"Jun 30, 2025",PHP,1813336039.0,1749325722.0,1046393832.0,1023744002.0,604656291.0,584562518.0,423688107.0,389290509.0,766942207.0,725581720.0,478033157.0,434499625.0,357610160.0,335194299.0,239675075.0,237551036.0,204828704.0,216137058.0,54644242.0,56467657.0,48256469.0,47647582.0,34119972.0,31500188.0,36.04,34.62,36.01,34.62,689.67,652.22,1.4271259471533857,1.5016099917298522,1.4271259471533857,1.5016099917298522,1.364371164410306,1.4109286022255356,0.5770545610382588,0.5852220596342435,0.4229454389617412,0.41477794036575655,0.20134120746598286,0.20057829594142457,0.018816132953942796,0.01800704557410035,0.0713757435030809,0.0724976183811436,0.13217355738000638,0.1357957714864036,0.008941400701784353,0.012778969560302137,0.04101675332177937,0.05741927570451678
BASIC ENERGY CORPORATION,"Jun 30, 2025",PHP,33582865874.0,33248650956.0,26100989805.0,25952677765.0,27866415679.0,27519460822.0,25100150858.0,24964558800.0,7481876069.0,7295973191.0,3821065537.0,3973378240.0,0.0,0.0,38751171561.0,36115320651.0,37185735475.0,35106495558.0,194856072.0,-113473703.0,190973315.0,-147566702.0,69577181.0,-191145275.0,0.01,0.0,0.01,0.0,0.51,0.49,1.1102090914373262,1.1023411646273515,1.1102090914373262,1.1023411646273515,3.4885621686712276,3.5571235098580285,0.7772115072885277,0.7805633317076469,0.22278849271147227,0.2194366682923531,0.00492819461469391,-0.004085986205854551,0.0020718059400007,-0.005748963326450579,0.01820884261896919,-0.04810648859847785,1.1538971005747702,1.0862191280721025,0.07298428651572877,-2.294149102824023,inf,0.04081632653061228
"BHI HOLDINGS, INC.","Sep 30, 2025",PHP,103628665.0,103536127.0,4394770.0,4472919.0,3628665.0,3536127.0,4472919.0,4472919.0,99233895.0,99063208.0,87057896.0,86908152.0,41713140.0,41542453.0,2998744.0,3001473.0,2658925.0,2549047.0,339819.0,452426.0,293267.0,410728.0,256845.0,360332.0,0.34,0.5,0.34,0.5,198.0,198.0,0.8112521152294508,0.7905636118159082,0.8112521152294508,0.7905636118159082,0.04428698480493989,0.045152171934508725,0.042408825781939774,0.04320152906627461,0.9575911742180602,0.9567984709337254,0.09779661084774159,0.13684214384070756,0.0024785130639287884,0.0034802538055146684,0.002950278054043484,0.0041461242899285215,0.02893739874001079,0.02898962021246941,-0.0009092202395290579,-0.2859824506729514,-0.31999999999999995,0.0
"BOGO-MEDELLIN MILLING COMPANY, INC.","Jun 30, 2022",PHP,290832.0,259864.0,113079.0,73603.0,154929.0,108873.0,96990.0,57514.0,177753.0,186261.0,177753.0,186261.0,0.0,0.0,130927.0,242963.0,135330.0,220166.0,4305.0,-3113.0,4305.0,-3113.0,4305.0,-3113.0,2.14,2.13,2.14,2.13,29.63,31.04,1.5973708629755645,1.8929825781548841,1.5973708629755645,1.8929825781548841,0.6361580395267591,0.39516055427598906,0.38881209770589203,0.28323661607610134,0.6111879022941079,0.7167633839238986,0.03288091837436129,-0.01281265048587645,0.014802360125433239,-0.011979343040975279,0.02421900052319792,-0.016713106876909283,0.4501808604280134,0.9349621340393437,-0.4611237101945564,-2.382910375843238,0.004694835680751282,-0.04542525773195877
"CENTRAL AZUCARERA DE TARLAC, INC.","Mar 31, 2025",PHP,6170698.47,6525545.9,2232784.53,2653696.45,3505753.0,3505753.0,1956859.32,1956859.32,3937913.94,3871849.44,2941466.9,2875851.13,2678792.48,2612762.8,1156631.95,1604990.02,675736.8099999999,1018671.46,274571.53,334900.75,207093.28000000003,251175.56,202465.2,260913.96,0.59,0.76,0.59,0.76,16.51,16.23,1.7915201998271393,1.7915201998271393,1.7915201998271393,1.7915201998271393,0.5669967815497765,0.6853821387228323,0.3618365961090301,0.4066627513875889,0.6381634038909699,0.5933372470799723,0.17904855559281416,0.1564966491193509,0.03281074273590296,0.03998346866275203,0.06883137117742172,0.09072582279319862,0.18743938885090264,0.2459549047076659,-0.279352559463267,-0.1755038587353004,-0.22368421052631585,0.01725200246457185
"CENTURY PACIFIC FOOD, INC.","Sep 30, 2025",PHP,64821856142.0,55241227463.0,27105370669.0,19427437630.0,44624464245.0,35985022346.0,22333252178.0,14578340980.0,37716485473.0,35813789833.0,37716485473.0,35813789833.0,29158426900.0,27270096966.0,84370721738.0,75910149694.0,74667299579.0,67468269172.0,9324852424.0,8091066236.0,7670539471.0,6919115049.0,7670539471.0,6919115049.0,1.63,1.49,1.63,1.49,10.65,10.11,1.9981176001298453,2.468389400094825,1.9981176001298453,2.468389400094825,0.7186610928635927,0.5424569061411904,0.41815172045710103,0.3516836703712331,0.581848279542899,0.648316329628767,0.09091470729407357,0.0911487472609594,0.11833261075086726,0.12525273906403242,0.20337365411448766,0.19319695238241724,1.301578306446145,1.3741575482703354,0.11145508312268196,0.1086012324811106,0.0939597315436241,0.053412462908011965
CIRTEK HOLDINGS PHILIPPINES CORPORATION,"Jun 30, 2025",PHP,262512811.0,264245709.0,49602577.0,55649150.0,121016670.0,121016670.0,46909854.0,46909854.0,212910234.0,216894661.0,194003750.0,216894661.0,3932772.0,0.0,39026977.0,43574155.0,36512563.0,38993628.0,1454411.0,3000307.0,1231184.0,2508954.0,380067.0,730607.0,0.0,0.0,0.0,0.0,0.31,0.32,2.5797707662871856,2.5797707662871856,2.5797707662871856,2.5797707662871856,0.23297413218755844,0.256572244533027,0.18895297647016548,0.21059622958721347,0.8110470235298345,0.8208067477076799,0.03154699888746187,0.05757894788780184,0.0014478036273818272,0.0027648774421536585,0.0019590703787942245,0.0033684877102622642,0.14866694258208984,0.16490014223844973,-0.10435493241349143,-0.5092839486096596,0.0,-0.03125000000000003
CITICORE RENEWABLE ENERGY CORPORATION,"Jun 30, 2025",PHP,67357905915.0,47934128646.0,42513223098.0,29914866827.0,19486681645.0,11679653940.0,6414367895.0,3885991823.0,24844682817.0,18019261819.0,24009137143.0,16913186662.0,2733122444.0,2289766366.0,3931230832.0,3174539690.0,2579918806.0,2135917246.0,1038010582.0,707030899.0,1029154297.0,699778525.0,748830036.0,420376480.0,0.05,0.04,0.0,0.0,2.15,1.89,3.037973805679258,3.0055786198189334,3.037973805679258,3.0055786198189334,1.7111598248664412,1.6601605064341176,0.6311541684750133,0.6240828335052322,0.3688458315249868,0.3759171664947678,0.26178933290376677,0.2204346435498496,0.011117181061788951,0.00876987841177915,0.03118937725832957,0.024854954208273966,0.05836331724684081,0.06622712834616028,0.23836247641937658,0.4706857387485562,0.25000000000000006,0.1375661375661376
CONCEPCION INDUSTRIAL CORPORATION,"Sep 30, 2025",PHP,13653712.0,13430710.0,6050478.0,5971880.0,10773159.0,10773159.0,5208641.0,5208641.0,7603234.0,7458830.0,5700677.0,5452873.0,4687220.0,4439416.0,17837692.0,17398224.0,16712233.0,15944597.0,1401381.0,1631845.0,1068548.0,1163081.0,748624.0,697060.0,1.63,1.4,0.0,0.0,14.5,12.2,2.0683243479441185,2.0683243479441185,2.0683243479441185,2.0683243479441185,0.7957769023023624,0.800645677673308,0.4431379539864324,0.4446436562177279,0.5568620460135676,0.5553563437822722,0.05990393824492541,0.06685055899958524,0.054829338717559004,0.0519004579802557,0.13132194649863516,0.12783352922395222,1.3064353488633713,1.295406125216016,0.02525935980592042,-0.08127808811252182,0.16428571428571428,0.1885245901639345
